order_id,customer_id,order_timestamp,prior_order_count,prior_total_spend,prior_total_discount,prior_return_count,prior_average_order_value,prior_return_rate,prior_average_discount,days_since_previous_order,is_first_order,customer_age,gender,customer_segment,customer_state,customer_country,region,customer_acquisition_cost
ORD-137773,CUST-009486,2024-12-07 14:29:34,5,8350.39,972.96,0,1670.078,0.0,194.592,183.91278935185184,0,61,Male,Consumer,England,UK,North,56.1
ORD-697815,CUST-013085,2024-07-26 16:41:51,2,2193.43,552.4000000000001,0,1096.715,0.0,276.20000000000005,273.73881944444446,0,47,Male,Consumer,Michigan,USA,Central,19.35
ORD-669665,CUST-015380,2021-05-08 21:06:08,0,0.0,0.0,0,,,,,1,63,Male,Business,Wales,UK,West,68.88
ORD-694188,CUST-012511,2025-08-16 13:09:17,5,2860.3100000000004,328.38,1,572.0620000000001,0.2,65.676,146.0958449074074,0,51,Female,Consumer,Northern Ireland,UK,West,27.87
ORD-501684,CUST-023552,2022-04-08 05:02:45,2,2227.97,285.72,0,1113.985,0.0,142.86,39.89378472222222,0,40,Male,Consumer,Texas,USA,South,58.18
ORD-674275,CUST-003566,2023-02-08 18:19:46,0,0.0,0.0,0,,,,,1,41,Male,VIP,Michigan,USA,Central,17.51
ORD-431368,CUST-022261,2022-09-25 05:58:39,3,2559.51,438.82,0,853.1700000000001,0.0,146.27333333333334,16.290613425925926,0,52,Male,VIP,Victoria,Australia,South,41.98
ORD-324410,CUST-010810,2022-02-25 16:56:09,0,0.0,0.0,0,,,,,1,72,Female,Consumer,England,UK,North,52.38
ORD-392190,CUST-007860,2025-02-02 23:30:35,2,3018.75,221.1,0,1509.375,0.0,110.55,743.4414583333333,0,46,Male,Premium,Michigan,USA,Central,78.3
ORD-316037,CUST-001827,2022-11-03 08:15:25,1,2623.46,57.32,0,2623.46,0.0,57.32,506.3124074074074,0,32,Female,Consumer,Dubai,UAE,South,72.73
ORD-952369,CUST-017250,2023-08-19 20:40:47,3,5989.56,105.44,0,1996.5200000000002,0.0,35.14666666666667,214.4144560185185,0,37,Male,VIP,Ohio,USA,Central,42.84
ORD-826759,CUST-020995,2021-06-08 22:34:43,0,0.0,0.0,0,,,,,1,26,Male,Consumer,North Rhine,Germany,West,24.17
ORD-169466,CUST-010999,2025-03-30 15:25:30,6,9696.039999999999,694.8100000000001,0,1616.0066666666664,0.0,115.80166666666668,74.96792824074075,0,18,Male,Consumer,Florida,USA,South,61.93
ORD-618866,CUST-013463,2025-09-11 07:43:28,4,3604.3300000000004,572.81,0,901.0825000000001,0.0,143.2025,752.8069907407407,0,20,Female,VIP,Lower Saxony,Germany,North,49.25
ORD-571423,CUST-024093,2022-01-15 11:28:45,1,812.88,290.58,0,812.88,0.0,290.58,191.9744675925926,0,56,Male,Premium,Florida,USA,South,60.29
ORD-396890,CUST-024695,2022-01-21 16:00:12,3,2190.79,796.66,0,730.2633333333333,0.0,265.55333333333334,41.657291666666666,0,53,Female,Premium,Maharashtra,India,West,28.56
ORD-617570,CUST-011892,2023-10-24 18:18:55,1,1710.6799999999998,188.38,0,1710.6799999999998,0.0,188.38,903.8167708333333,0,45,Male,Premium,Ohio,USA,Central,33.64
ORD-674930,CUST-000114,2022-07-05 14:44:25,3,2599.17,435.17999999999995,0,866.39,0.0,145.05999999999997,162.14091435185185,0,70,Female,Consumer,Texas,USA,South,51.41
ORD-210462,CUST-001303,2023-06-10 04:29:54,3,4123.01,172.1,0,1374.3366666666668,0.0,57.36666666666667,125.55278935185186,0,43,Male,Consumer,Northern Ireland,UK,West,65.99
ORD-189761,CUST-015898,2025-11-15 02:02:35,10,13073.249999999998,1293.63,1,1307.3249999999998,0.1,129.363,8.8825,0,18,Female,Consumer,Uttar Pradesh,India,North,71.02
ORD-326146,CUST-013864,2025-11-30 20:09:56,8,7367.62,1084.2599999999998,1,920.9525,0.125,135.53249999999997,42.01369212962963,0,35,Non-Binary,VIP,Manitoba,Canada,Central,67.31
ORD-375003,CUST-002257,2021-12-27 10:53:14,1,2919.35,0.0,1,2919.35,1.0,0.0,231.98409722222223,0,26,Male,Consumer,Texas,USA,South,26.87
ORD-969431,CUST-006129,2021-04-11 07:05:41,1,2040.99,0.0,1,2040.99,1.0,0.0,73.44545138888888,0,42,Female,Consumer,Scotland,UK,North,74.01
ORD-509719,CUST-021906,2023-04-23 21:47:13,6,3450.21,586.38,0,575.035,0.0,97.73,81.56820601851852,0,60,Male,Consumer,Manitoba,Canada,Central,31.32
ORD-295130,CUST-017823,2024-12-14 04:56:32,4,5993.27,838.34,1,1498.3175,0.25,209.585,42.94087962962963,0,57,Male,Consumer,Georgia,USA,South,41.12
ORD-226486,CUST-002099,2021-04-04 15:11:31,1,352.66,45.21,0,352.66,0.0,45.21,36.41260416666667,0,32,Male,Consumer,Bavaria,Germany,South,12.43
ORD-716048,CUST-005432,2022-06-01 15:12:52,1,320.16,36.53,0,320.16,0.0,36.53,52.92217592592593,0,72,Male,Premium,Pennsylvania,USA,East,19.64
ORD-507418,CUST-007311,2021-03-19 05:40:57,1,280.46000000000004,50.31999999999999,0,280.46000000000004,0.0,50.31999999999999,40.88564814814815,0,39,Male,Business,New York,USA,East,62.01
ORD-205298,CUST-005787,2021-04-06 06:22:40,0,0.0,0.0,0,,,,,1,58,Male,Premium,Texas,USA,South,59.02
ORD-739435,CUST-004737,2023-04-11 16:27:05,4,3059.9100000000003,1050.52,0,764.9775000000001,0.0,262.63,114.14456018518518,0,36,Male,Consumer,Scotland,UK,North,31.02
ORD-360952,CUST-023564,2021-04-26 20:10:31,0,0.0,0.0,0,,,,,1,35,Female,Consumer,Victoria,Australia,South,50.29
ORD-726019,CUST-005629,2021-07-02 05:56:12,0,0.0,0.0,0,,,,,1,40,Female,VIP,Queensland,Australia,North,38.41
ORD-737759,CUST-014509,2023-11-12 18:05:13,2,1705.52,0.0,1,852.76,0.5,0.0,281.90739583333334,0,32,Female,Business,Illinois,USA,Central,55.89
ORD-821059,CUST-021137,2021-10-05 07:19:50,0,0.0,0.0,0,,,,,1,64,Female,Consumer,Michigan,USA,Central,60.89
ORD-428680,CUST-001134,2024-06-01 02:49:48,3,1470.21,129.35000000000002,0,490.07,0.0,43.116666666666674,322.8483796296296,0,50,Male,Consumer,Scotland,UK,North,5.91
ORD-386272,CUST-009121,2024-03-22 04:03:31,6,4922.2300000000005,2015.0700000000002,0,820.3716666666668,0.0,335.845,55.05122685185185,0,46,Male,VIP,Ohio,USA,Central,74.1
ORD-652936,CUST-006448,2025-05-03 19:41:34,2,1191.1399999999999,130.62,0,595.5699999999999,0.0,65.31,1109.918287037037,0,70,Female,Consumer,Michigan,USA,Central,61.24
ORD-553232,CUST-023452,2023-09-12 12:36:28,4,5618.969999999999,1135.12,0,1404.7424999999998,0.0,283.78,12.969618055555555,0,40,Female,Consumer,Illinois,USA,Central,9.65
ORD-580885,CUST-019970,2021-05-02 08:42:43,0,0.0,0.0,0,,,,,1,34,Female,Consumer,Ohio,USA,Central,31.98
ORD-586331,CUST-024399,2025-11-09 12:18:21,5,8943.46,741.2700000000001,0,1788.6919999999998,0.0,148.25400000000002,384.02131944444443,0,23,Male,Business,California,USA,West,57.88
ORD-812145,CUST-001940,2024-09-29 11:22:31,3,2514.23,307.98,0,838.0766666666667,0.0,102.66000000000001,447.99010416666664,0,43,Female,Premium,Michigan,USA,Central,8.77
ORD-255711,CUST-024283,2023-11-20 09:48:29,3,3820.59,386.70000000000005,0,1273.53,0.0,128.9,25.67476851851852,0,51,Male,Business,New York,USA,East,20.23
ORD-135391,CUST-015796,2022-01-13 21:35:29,1,305.28,72.32,0,305.28,0.0,72.32,104.15211805555556,0,36,Female,VIP,Texas,USA,South,10.82
ORD-151500,CUST-014279,2023-08-02 05:03:43,6,4172.96,809.93,0,695.4933333333333,0.0,134.98833333333332,96.72957175925926,0,21,Female,Premium,Pennsylvania,USA,East,65.8
ORD-242275,CUST-022324,2023-11-23 03:31:19,4,3544.24,319.71,1,886.06,0.25,79.9275,72.6122337962963,0,21,Male,Business,Ohio,USA,Central,56.36
ORD-230881,CUST-024682,2021-11-12 06:01:03,0,0.0,0.0,0,,,,,1,34,Male,Consumer,England,UK,North,30.29
ORD-179983,CUST-008180,2021-04-20 11:48:05,0,0.0,0.0,0,,,,,1,45,Male,Consumer,Baden-Württemberg,Germany,South,24.0
ORD-150153,CUST-018723,2022-04-29 01:39:52,0,0.0,0.0,0,,,,,1,49,Male,Business,Illinois,USA,Central,28.56
ORD-987137,CUST-000023,2023-09-01 00:45:27,3,3237.7,264.14,1,1079.2333333333333,0.3333333333333333,88.04666666666667,120.66623842592593,0,30,Female,Consumer,Wales,UK,West,33.24
ORD-305392,CUST-020813,2024-12-27 21:24:44,0,0.0,0.0,0,,,,,1,73,Non-Binary,Consumer,North Carolina,USA,South,7.72
ORD-894321,CUST-003624,2023-02-14 04:23:30,1,402.2,50.83,0,402.2,0.0,50.83,625.0907523148148,0,58,Female,Consumer,Georgia,USA,South,72.1
ORD-140636,CUST-002350,2024-08-15 07:18:33,2,2114.79,807.28,0,1057.395,0.0,403.64,609.9519791666667,0,55,Male,Premium,Georgia,USA,South,28.63
ORD-729296,CUST-013792,2022-07-06 08:13:31,3,5529.68,658.52,0,1843.2266666666667,0.0,219.50666666666666,173.85121527777778,0,42,Female,Consumer,Baden-Württemberg,Germany,South,37.94
ORD-888144,CUST-018627,2024-09-12 11:13:47,3,2055.38,212.85000000000002,1,685.1266666666667,0.3333333333333333,70.95,23.278449074074075,0,38,Female,Consumer,Uttar Pradesh,India,North,12.93
ORD-968572,CUST-013904,2025-04-13 01:14:21,4,3897.91,438.18,0,974.4775,0.0,109.545,773.407974537037,0,70,Female,Premium,Ontario,Canada,East,7.47
ORD-422529,CUST-024895,2021-10-09 00:32:03,0,0.0,0.0,0,,,,,1,63,Male,VIP,California,USA,West,77.13
ORD-620779,CUST-023805,2021-09-25 01:18:51,2,2048.77,64.59,0,1024.385,0.0,32.295,28.821377314814814,0,68,Female,Premium,Baden-Württemberg,Germany,South,79.7
ORD-635752,CUST-009665,2021-05-28 16:25:17,0,0.0,0.0,0,,,,,1,70,Female,VIP,Hesse,Germany,Central,52.94
ORD-669234,CUST-015679,2021-05-01 15:33:03,0,0.0,0.0,0,,,,,1,29,Female,Consumer,South Australia,Australia,South,64.32
ORD-825679,CUST-003925,2022-12-08 23:27:46,2,1304.67,97.64,0,652.335,0.0,48.82,232.39162037037036,0,68,Non-Binary,Consumer,Victoria,Australia,South,28.31
ORD-376647,CUST-013477,2024-02-12 20:15:09,6,3861.58,823.54,1,643.5966666666667,0.16666666666666666,137.25666666666666,0.5553125,0,33,Male,Consumer,Illinois,USA,Central,38.34
ORD-772475,CUST-007890,2025-07-19 06:35:51,1,4482.57,2077.65,0,4482.57,0.0,2077.65,601.8273379629629,0,61,Male,Premium,Ohio,USA,Central,5.96
ORD-668917,CUST-005356,2025-03-28 01:44:34,5,6322.74,1191.28,1,1264.548,0.2,238.256,129.62685185185185,0,35,Male,Consumer,Ajman,UAE,North,36.25
ORD-718709,CUST-009232,2022-03-30 15:44:23,1,2243.55,813.76,0,2243.55,0.0,813.76,250.27275462962962,0,57,Female,Premium,Florida,USA,South,28.18
ORD-869225,CUST-002024,2021-07-28 10:52:48,1,893.4100000000001,100.35,0,893.4100000000001,0.0,100.35,183.66341435185186,0,41,Male,Premium,Pennsylvania,USA,East,32.53
ORD-176265,CUST-020516,2024-12-11 05:58:03,4,4029.2000000000003,888.65,1,1007.3000000000001,0.25,222.1625,106.56717592592592,0,33,Male,Consumer,Illinois,USA,Central,18.88
ORD-762057,CUST-013553,2021-12-27 07:50:42,6,7667.25,2915.0,0,1277.875,0.0,485.8333333333333,13.924085648148148,0,39,Male,VIP,Michigan,USA,Central,41.19
ORD-957009,CUST-017178,2025-07-29 07:55:26,5,3871.89,1204.14,0,774.3779999999999,0.0,240.82800000000003,64.11153935185185,0,74,Female,Premium,Scotland,UK,North,22.72
ORD-280735,CUST-024025,2021-06-24 12:47:21,0,0.0,0.0,0,,,,,1,66,Non-Binary,Consumer,Lower Saxony,Germany,North,25.16
ORD-843638,CUST-009645,2023-03-18 13:13:55,4,4079.49,1905.5700000000004,0,1019.8725,0.0,476.3925000000001,174.93283564814814,0,34,Male,Premium,Alberta,Canada,Central,11.8
ORD-105290,CUST-019858,2025-06-26 08:11:55,5,6024.65,737.26,0,1204.9299999999998,0.0,147.452,613.286238425926,0,74,Female,Business,Scotland,UK,North,22.65
ORD-936652,CUST-015807,2022-02-09 00:09:34,2,831.05,186.71999999999997,0,415.525,0.0,93.35999999999999,380.98354166666667,0,31,Male,Premium,Texas,USA,South,79.81
ORD-749446,CUST-019216,2021-05-24 03:42:29,2,2112.92,84.25,0,1056.46,0.0,42.125,121.16225694444445,0,39,Male,Consumer,Wales,UK,West,73.2
ORD-397948,CUST-019143,2025-12-07 23:49:05,8,9731.169999999998,1343.75,0,1216.3962499999998,0.0,167.96875,323.7391087962963,0,27,Non-Binary,Consumer,Michigan,USA,Central,43.25
ORD-757720,CUST-005556,2022-05-16 18:12:16,2,4070.3100000000004,1851.8199999999997,0,2035.1550000000002,0.0,925.9099999999999,148.1661574074074,0,69,Female,Consumer,Georgia,USA,South,60.11
ORD-318847,CUST-023986,2024-04-11 17:26:38,1,1306.41,95.96,0,1306.41,0.0,95.96,11.025555555555556,0,59,Female,Premium,Georgia,USA,South,70.79
ORD-985780,CUST-005669,2024-10-20 19:57:08,2,1085.46,9.6,0,542.73,0.0,4.8,309.3536921296296,0,53,Female,Premium,Ohio,USA,Central,5.6
ORD-740125,CUST-019692,2025-05-09 08:22:09,6,6732.97,448.97999999999996,0,1122.1616666666666,0.0,74.83,29.91258101851852,0,62,Female,Consumer,Ohio,USA,Central,63.95
ORD-974388,CUST-001855,2024-09-20 00:40:58,8,13068.350000000002,4212.8099999999995,1,1633.5437500000003,0.125,526.6012499999999,158.2946412037037,0,19,Female,VIP,Pennsylvania,USA,East,37.33
ORD-573825,CUST-015022,2024-03-15 03:41:59,5,7104.28,1525.49,0,1420.856,0.0,305.098,80.87221064814815,0,21,Male,Consumer,Western Australia,Australia,West,61.98
ORD-578064,CUST-000306,2022-05-06 21:21:19,1,33.72,5.84,0,33.72,0.0,5.84,427.63957175925924,0,34,Male,Business,Florida,USA,South,29.59
ORD-970864,CUST-014933,2021-08-12 12:36:52,0,0.0,0.0,0,,,,,1,42,Male,Consumer,Wales,UK,West,24.91
ORD-233292,CUST-014112,2022-06-20 00:38:17,1,415.14,160.7,0,415.14,0.0,160.7,200.2952314814815,0,42,Female,Consumer,Illinois,USA,Central,65.04
ORD-959298,CUST-003802,2024-06-26 03:47:56,2,2186.6,199.56,0,1093.3,0.0,99.78,416.6857638888889,0,48,Male,Business,Lower Saxony,Germany,North,54.99
ORD-330870,CUST-000689,2024-11-28 04:33:17,9,15148.029999999999,1687.53,1,1683.1144444444444,0.1111111111111111,187.50333333333333,519.8910069444445,0,59,Female,Consumer,North Carolina,USA,South,65.63
ORD-971857,CUST-004312,2021-11-12 10:54:12,2,1066.02,104.99,0,533.01,0.0,52.495,235.47975694444443,0,22,Non-Binary,Business,Scotland,UK,North,37.68
ORD-471869,CUST-002132,2023-10-01 12:00:57,4,7683.639999999999,2051.41,0,1920.9099999999999,0.0,512.8525,298.52858796296294,0,51,Female,Premium,Florida,USA,South,78.13
ORD-883623,CUST-003432,2023-11-25 12:27:39,2,4872.3,350.85,0,2436.15,0.0,175.425,733.1318287037037,0,34,Male,Consumer,Pennsylvania,USA,East,23.65
ORD-608717,CUST-023245,2021-08-12 03:11:25,0,0.0,0.0,0,,,,,1,23,Female,Premium,Pennsylvania,USA,East,73.87
ORD-168041,CUST-006810,2021-06-18 13:25:08,1,2186.83,293.54,0,2186.83,0.0,293.54,53.931724537037034,0,52,Female,Consumer,Pennsylvania,USA,East,25.82
ORD-787727,CUST-010670,2025-03-23 11:00:07,3,4275.74,817.59,0,1425.2466666666667,0.0,272.53000000000003,921.5422685185185,0,26,Female,Consumer,Georgia,USA,South,36.0
ORD-243311,CUST-003981,2025-03-07 21:27:10,7,7542.18,630.0000000000001,0,1077.4542857142858,0.0,90.00000000000001,60.83090277777778,0,70,Female,Business,Florida,USA,South,72.94
ORD-761408,CUST-000226,2023-11-02 01:36:58,1,712.52,57.56,0,712.52,0.0,57.56,491.42148148148146,0,26,Male,Consumer,Ohio,USA,Central,29.96
ORD-699823,CUST-001044,2021-11-12 14:11:10,3,8239.46,635.1800000000001,0,2746.486666666666,0.0,211.7266666666667,68.83313657407408,0,34,Male,Consumer,Ohio,USA,Central,78.2
ORD-123398,CUST-010515,2021-11-06 10:39:57,1,659.37,57.8,0,659.37,0.0,57.8,82.1684837962963,0,27,Male,Consumer,Northern Ireland,UK,West,13.75
ORD-585220,CUST-017983,2021-05-28 07:37:27,0,0.0,0.0,0,,,,,1,57,Male,Consumer,Georgia,USA,South,27.39
ORD-930174,CUST-019431,2022-02-04 22:39:32,4,8703.07,728.97,0,2175.7675,0.0,182.2425,213.8774652777778,0,50,Male,Consumer,Bavaria,Germany,South,11.3
ORD-265045,CUST-013354,2022-12-27 12:30:32,3,2269.6099999999997,181.49,0,756.5366666666665,0.0,60.49666666666667,349.912037037037,0,33,Male,VIP,Michigan,USA,Central,19.71
ORD-831046,CUST-001931,2023-12-11 08:37:11,1,404.94,55.3,0,404.94,0.0,55.3,694.4217361111112,0,32,Female,VIP,Maharashtra,India,West,5.62
ORD-977080,CUST-023556,2025-03-10 09:14:18,5,3337.53,238.9,0,667.5060000000001,0.0,47.78,57.88430555555556,0,22,Male,Consumer,Northern Ireland,UK,West,24.12
ORD-843778,CUST-017066,2022-05-24 11:23:58,0,0.0,0.0,0,,,,,1,20,Female,Consumer,New York,USA,East,66.06
ORD-367554,CUST-020403,2022-07-29 07:13:29,2,7669.13,1801.4399999999998,0,3834.565,0.0,900.7199999999999,193.53256944444445,0,23,Female,Premium,California,USA,West,74.72
ORD-331647,CUST-023190,2025-03-07 08:24:19,5,2930.48,324.6,0,586.096,0.0,64.92,60.374722222222225,0,49,Male,Consumer,Michigan,USA,Central,38.35
ORD-494806,CUST-021128,2025-10-08 02:37:45,3,3837.66,156.14,0,1279.22,0.0,52.04666666666666,777.4376736111111,0,27,Male,Consumer,Scotland,UK,North,68.24
ORD-275888,CUST-023260,2025-07-30 11:02:01,2,3376.9700000000003,204.0,0,1688.4850000000001,0.0,102.0,1353.2946180555555,0,34,Female,Premium,Lower Saxony,Germany,North,21.05
ORD-111770,CUST-017980,2023-06-15 11:19:25,5,5891.68,2632.06,0,1178.336,0.0,526.412,21.961145833333333,0,45,Female,Consumer,Ohio,USA,Central,29.31
ORD-773021,CUST-005606,2025-03-06 22:31:00,3,4921.83,56.53,1,1640.61,0.3333333333333333,18.843333333333334,116.80355324074074,0,29,Male,Premium,Northern Ireland,UK,West,40.19
ORD-940830,CUST-000631,2021-02-19 18:00:55,0,0.0,0.0,0,,,,,1,69,Female,Business,Northern Ireland,UK,West,25.84
ORD-608855,CUST-020236,2022-06-03 06:01:34,0,0.0,0.0,0,,,,,1,65,Male,Consumer,Maharashtra,India,West,40.81
ORD-147754,CUST-015034,2025-10-19 15:02:19,4,3740.95,324.47999999999996,1,935.2375,0.25,81.11999999999999,349.8262847222222,0,50,Male,Consumer,Scotland,UK,North,26.45
ORD-741921,CUST-002184,2021-12-08 04:42:54,0,0.0,0.0,0,,,,,1,48,Male,Consumer,Georgia,USA,South,7.01
ORD-787076,CUST-004416,2025-05-23 05:01:34,5,8688.630000000001,1832.6399999999999,0,1737.726,0.0,366.52799999999996,220.22689814814814,0,68,Male,VIP,Florida,USA,South,18.6
ORD-812845,CUST-019978,2024-07-26 12:40:26,4,6271.2,1345.23,0,1567.8,0.0,336.3075,268.67703703703705,0,68,Male,Premium,Scotland,UK,North,13.08
ORD-877773,CUST-011748,2025-10-15 20:19:19,5,7949.92,632.6100000000001,0,1589.984,0.0,126.52200000000002,46.312777777777775,0,34,Male,Consumer,Bavaria,Germany,South,43.16
ORD-878217,CUST-024327,2024-12-12 06:41:29,6,4102.17,504.9200000000001,0,683.695,0.0,84.15333333333335,50.73657407407408,0,61,Non-Binary,Consumer,Dubai,UAE,South,57.72
ORD-500817,CUST-001795,2024-02-01 14:38:41,3,2229.9,184.91000000000003,0,743.3000000000001,0.0,61.63666666666668,686.906724537037,0,37,Male,Premium,Ajman,UAE,North,40.11
ORD-527048,CUST-012627,2023-05-19 03:59:49,2,5721.41,1203.87,0,2860.705,0.0,601.935,123.75106481481481,0,28,Female,Premium,Wales,UK,West,37.7
ORD-684744,CUST-000530,2023-10-19 17:13:35,2,624.11,96.33,0,312.055,0.0,48.165,63.557372685185186,0,65,Male,Business,California,USA,West,65.04
ORD-333566,CUST-019322,2024-06-02 06:15:57,5,3303.24,738.79,1,660.6479999999999,0.2,147.75799999999998,5.941921296296297,0,49,Female,Premium,California,USA,West,31.54
ORD-754005,CUST-013146,2022-03-08 14:59:27,1,1309.37,201.15,0,1309.37,0.0,201.15,170.24284722222222,0,64,Female,Consumer,Texas,USA,South,46.65
ORD-898207,CUST-013870,2024-08-04 10:46:58,2,401.76,36.23,1,200.88,0.5,18.115,385.3629513888889,0,68,Male,Premium,Texas,USA,South,19.21
ORD-217578,CUST-008876,2023-06-09 11:31:46,3,1095.3600000000001,447.4,0,365.12000000000006,0.0,149.13333333333333,175.78554398148148,0,57,Male,Consumer,Pennsylvania,USA,East,35.87
ORD-610748,CUST-021470,2025-11-04 15:54:35,4,6058.410000000001,509.57,0,1514.6025000000002,0.0,127.3925,584.2773726851852,0,42,Male,Consumer,Texas,USA,South,79.03
ORD-447207,CUST-024819,2025-04-24 04:27:31,6,6202.35,1938.9600000000003,0,1033.7250000000001,0.0,323.16,261.20061342592595,0,32,Male,Business,North Carolina,USA,South,60.55
ORD-402691,CUST-013679,2024-10-06 07:42:45,1,1159.09,329.97,0,1159.09,0.0,329.97,86.27589120370371,0,40,Female,Business,Northern Ireland,UK,West,53.97
ORD-217438,CUST-019111,2023-07-07 11:19:45,2,4349.37,0.0,1,2174.685,0.5,0.0,299.51193287037034,0,37,Male,VIP,England,UK,North,31.44
ORD-930129,CUST-016163,2025-05-10 02:03:17,6,5883.14,1672.94,0,980.5233333333334,0.0,278.8233333333333,387.2728935185185,0,22,Female,VIP,Illinois,USA,Central,33.97
ORD-567393,CUST-021254,2021-12-14 15:38:47,1,551.64,35.2,0,551.64,0.0,35.2,94.16802083333333,0,41,Female,Premium,Georgia,USA,South,73.58
ORD-538790,CUST-020505,2025-06-07 00:48:45,3,4144.41,453.45000000000005,0,1381.47,0.0,151.15,79.35542824074074,0,30,Female,Consumer,California,USA,West,18.76
ORD-503242,CUST-012150,2024-01-07 11:34:31,3,1608.6399999999999,293.5,0,536.2133333333333,0.0,97.83333333333333,23.962824074074074,0,51,Male,Business,Michigan,USA,Central,70.24
ORD-826045,CUST-002213,2025-12-12 23:36:45,4,8320.84,1362.98,0,2080.21,0.0,340.745,497.2652430555556,0,50,Male,Premium,California,USA,West,22.13
ORD-759596,CUST-001579,2022-08-01 00:30:47,0,0.0,0.0,0,,,,,1,31,Male,Premium,Tamil Nadu,India,South,32.43
ORD-641712,CUST-020831,2021-10-20 03:37:09,2,1473.08,107.15,1,736.54,0.5,53.575,113.90157407407408,0,44,Non-Binary,Premium,Illinois,USA,Central,51.3
ORD-805834,CUST-003856,2024-10-12 18:00:07,5,9425.900000000001,2642.1200000000003,0,1885.1800000000003,0.0,528.4240000000001,332.779537037037,0,31,Male,Consumer,Victoria,Australia,South,63.69
